마감 기준:,"2021
30/05","2020
31/05","2019
26/05","2018
27/05"
총매출,11184.7,11054.4,9538.4,7938.3
매출,11184.7,11054.4,9538.4,7938.3
기타 매출 총계,-,-,-,-
총매출원가,7968.4,7938.7,6878.1,5578.1
총 이익,3216.3,3115.7,2660.3,2360.2
총 영업비용,9354,9584.5,8332.9,6902.8
판매/일반/관리 비용 총계,1252.7,1287.1,1260.2,1080.9
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),187.4,368.6,229.7,243.8
기타 영업비용 총계,-54.5,-9.9,-35.1,-
영업 이익,1830.7,1469.9,1205.5,1035.5
영업외이자수익(비용) 순계,-420.4,-500,-382.2,-160.7
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1410.3,969.9,823.3,874.8
소득세충당금,193.8,201.3,218.8,407.9
세후당기순이익,1216.5,768.6,604.5,466.9
소액주주지분,-2.1,-1.7,-0.1,-3.4
관계회사 주식,84.4,73.2,75.8,97.3
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1298.8,840.1,680.2,560.8
특별손익항목 총계,-,-,-1.9,247.6
순이익,1298.8,840.1,678.3,808.4
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1298.8,840.1,680.2,560.8
희석화에 따른 조정,-,0.29,-,-
희석 당기순이익,1298.8,840.1,678.3,808.4
희석된 가중 평균 주식,487.8,488.6,445.6,407.4
특별손익항목 제외 희석주당순이익,2.66,1.72,1.53,1.38
주당배당금 - 발행 보통주,0.97,0.85,0.85,0.84
희석 정상주당순이익,2.99,2.32,1.9,1.7
