마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7671.9,6206.7,5617.9,5372.6
매출,7671.9,6206.7,5617.9,5372.6
기타 매출 총계,-,-,-,-
총매출원가,-,-,-,-
총 이익,-,-,-,-
총 영업비용,3959.5,3460.3,3230.8,3011.2
판매/일반/관리 비용 총계,3725.6,3305.5,3077.7,2869.3
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-2.4,-0.7,-0.1,-15.2
기타 영업비용 총계,236.3,155.5,153.2,157.1
영업 이익,3712.4,2746.4,2387.1,2361.4
영업외이자수익(비용) 순계,288.1,497.8,533.2,26.3
자산처분이익(손실),-,-,-,-
기타비용 순계,-5.9,-2,7,-3.1
세전당기순이익,3994.6,3242.2,2927.3,2384.6
소득세충당금,896.1,718.9,678.4,587.2
세후당기순이익,3098.5,2523.3,2248.9,1797.4
소액주주지분,-15.6,-150.6,-117.6,68.8
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3082.9,2372.7,2131.3,1866.2
특별손익항목 총계,-,-,-,-28.7
순이익,3082.9,2372.7,2131.3,1837.5
당기순이익에 대한 조정 총계,-80.5,-65.3,-55.3,-43.6
특별손익항목 제외 보통주주 분배 가능 이익,3002.4,2307.4,2076,1822.6
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3002.4,2307.4,2076,1793.9
희석된 가중 평균 주식,228.8,231.2,238.6,246.9
특별손익항목 제외 희석주당순이익,13.12,9.98,8.7,7.38
주당배당금 - 발행 보통주,4.32,3.6,3.04,2.8
희석 정상주당순이익,13.11,9.98,8.7,7.34
