마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3500,3361,6498,6515
매출,3500,3361,6498,6515
기타 매출 총계,-,-,-,-
총매출원가,1212,1235,2822,2805
총 이익,2288,2126,3676,3710
총 영업비용,2628,2682,6591,6990
판매/일반/관리 비용 총계,891,714,1929,1958
연구 및 개발,-,-,-,-
감가상각/무형자산상각,512,550,756,675
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),13,183,1084,1552
기타 영업비용 총계,-,-,-,-
영업 이익,872,679,-93,-475
영업외이자수익(비용) 순계,-290,-312,-401,-402
자산처분이익(손실),-,-,-,-
기타비용 순계,-24,-20,-169,-5
세전당기순이익,558,347,-663,-882
소득세충당금,-2,144,-260,46
세후당기순이익,560,203,-403,-928
소액주주지분,-8,-13,-12,-12
관계회사 주식,-1,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,551,190,-415,-940
특별손익항목 총계,412,-196,-,228
순이익,963,-6,-415,-712
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,551,190,-415,-940
희석화에 따른 조정,-,-,-,-
희석 당기순이익,963,-6,-415,-712
희석된 가중 평균 주식,360.45,356.86,355.73,355.6
특별손익항목 제외 희석주당순이익,1.53,0.53,-1.17,-2.64
주당배당금 - 발행 보통주,0.24,0.24,1.11,1.39
희석 정상주당순이익,1.66,0.78,0.92,0.31
