마감 기준:,"2021
31/03","2020
31/03","2019
31/03","2018
31/03"
총매출,5629,5537,4950,5150
매출,5629,5537,4950,5150
기타 매출 총계,-,-,-,-
총매출원가,1494,1369,1322,1277
총 이익,4135,4168,3628,3873
총 영업비용,4583,4092,3954,3716
판매/일반/관리 비용 총계,1281,1137,1162,1110
연구 및 개발,1778,1550,1433,1320
감가상각/무형자산상각,30,22,23,9
영업이자비용(수익) 순계,-,9,-,-
특별비용(수익),-,5,14,-
기타 영업비용 총계,-,-,-,-
영업 이익,1046,1445,996,1434
영업외이자수익(비용) 순계,-31,63,84,8
자산처분이익(손실),-,-,-,-
기타비용 순계,2,-,-1,7
세전당기순이익,1017,1508,1079,1449
소득세충당금,180,-1531,60,171
세후당기순이익,837,3039,1019,1278
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,837,3039,1019,1278
특별손익항목 총계,-,-,-,-235
순이익,837,3039,1019,1043
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,837,3039,1019,1278
희석화에 따른 조정,-,-,-,-
희석 당기순이익,837,3039,1019,1043
희석된 가중 평균 주식,292,295,306,312
특별손익항목 제외 희석주당순이익,2.87,10.3,3.33,4.1
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.87,10.31,3.37,4.1
