마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1166.16,1016.17,1133.14,1120.97
매출,1166.16,1016.17,1133.14,1120.97
기타 매출 총계,-,-,-,-
총매출원가,326.68,313.08,306.14,305.89
총 이익,839.48,703.1,826.99,815.09
총 영업비용,798.37,919.12,829.38,790.41
판매/일반/관리 비용 총계,78.22,75,74.98,65.49
연구 및 개발,-,-,-,-
감가상각/무형자산상각,303.33,345.9,374.28,359.69
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),84.39,172.5,66.16,49.61
기타 영업비용 총계,5.75,12.64,7.81,9.74
영업 이익,367.79,97.05,303.76,330.56
영업외이자수익(비용) 순계,-92.62,-117.2,-84.74,-106.58
자산처분이익(손실),91.12,67.47,24.24,28.34
기타비용 순계,-,-,-,-
세전당기순이익,366.29,47.32,243.26,252.32
소득세충당금,-,-,-,-
세후당기순이익,366.29,47.32,243.26,252.32
소액주주지분,-4.88,-2.43,-3.83,-3.2
관계회사 주식,-,-,-,42.97
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,361.41,44.89,239.43,249.13
특별손익항목 총계,-,-,-,-
순이익,361.41,44.89,239.43,249.13
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,361.41,44.89,239.43,249.13
희석화에 따른 조정,-,-,-,-
희석 당기순이익,361.41,44.89,239.43,249.13
희석된 가중 평균 주식,170.69,169.46,167.77,170.1
특별손익항목 제외 희석주당순이익,2.12,0.26,1.43,1.46
주당배당금 - 발행 보통주,2.41,2.38,2.34,2.22
희석 정상주당순이익,2.08,0.88,1.68,1.59
