마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,951.22,835.49,935.79,915.44
매출,951.22,835.49,935.79,915.44
기타 매출 총계,-,-,-,-
총매출원가,316.62,290.16,298.76,287.87
총 이익,634.61,545.33,637.03,627.57
총 영업비용,556.5,557.15,464.88,565.72
판매/일반/관리 비용 총계,49.86,41.68,42.75,33.6
연구 및 개발,-,-,-,-
감가상각/무형자산상각,279.98,255.03,239.76,244.25
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-89.95,-29.72,-116.39,-
기타 영업비용 총계,-,-,-,-
영업 이익,394.73,278.35,470.91,349.72
영업외이자수익(비용) 순계,-125.64,-142.46,-110.37,-112.61
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,269.08,135.89,360.54,237.11
소득세충당금,-,-,-,-
세후당기순이익,269.08,135.89,360.54,237.11
소액주주지분,-7.58,-4.18,-6.68,-7.12
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,261.5,131.71,353.87,229.99
특별손익항목 총계,-,-,-,11.91
순이익,261.5,131.71,353.87,241.91
당기순이익에 대한 조정 총계,-9.25,-9.03,-9.05,-8.97
특별손익항목 제외 보통주주 분배 가능 이익,252.25,122.67,344.82,221.02
희석화에 따른 조정,-,-,-,-
희석 당기순이익,252.25,122.67,344.82,232.94
희석된 가중 평균 주식,77.37,75.52,74.77,73.3
특별손익항목 제외 희석주당순이익,3.26,1.62,4.61,3.02
주당배당금 - 발행 보통주,4.26,4.22,4.14,4.04
희석 정상주당순이익,2.1,1.23,3.06,3.02
