마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5116.79,4607.5,5755.19,5645.29
매출,5116.79,4607.5,5755.19,5645.29
기타 매출 총계,-,-,-,-
총매출원가,971.06,887.15,1021.64,1007.96
총 이익,4145.73,3720.35,4733.55,4637.32
총 영업비용,2755.44,2635.69,2948.73,2430.16
판매/일반/관리 비용 총계,329.3,292.85,375.31,334.46
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1262.71,1318.01,1340.5,1282.45
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),51.84,-,101.37,-288.83
기타 영업비용 총계,140.52,137.68,109.9,94.11
영업 이익,2361.35,1971.81,2806.46,3215.13
영업외이자수익(비용) 순계,157.7,-584.16,-353.22,-355.88
자산처분이익(손실),206.85,-114.96,-,-
기타비용 순계,-157.2,4.64,-30.05,-36.9
세전당기순이익,2568.71,1277.32,2423.19,2822.34
소득세충당금,-,-,-,-
세후당기순이익,2568.71,1277.32,2423.19,2822.34
소액주주지분,-319.08,-164.76,-321.6,-382.29
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2249.63,1112.56,2101.58,2440.06
특별손익항목 총계,-,-,-,-
순이익,2249.63,1112.56,2101.58,2440.06
당기순이익에 대한 조정 총계,-3.34,-3.34,-3.34,-3.34
특별손익항목 제외 보통주주 분배 가능 이익,2246.29,1109.23,2098.25,2436.72
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2246.29,1109.23,2098.25,2436.72
희석된 가중 평균 주식,328.59,308.74,307.95,309.63
특별손익항목 제외 희석주당순이익,6.84,3.59,6.81,7.87
주당배당금 - 발행 보통주,5.85,6,8.3,7.9
희석 정상주당순이익,6.36,3.97,7.14,6.94
